composition,Phase,Mean VEC,electronegativity_difference,Atomic_Radius_Difference,Calculated_Youngs_Modulus,Mixing_Enthalpy,Mixing_Entropy,Work_Function,Shear_Modulus_G,MOd_Missmatch,shear_modulus_difference,melting_Temp,cohesive_enrg,Ionization_enrg,Pauling_electronegativity
Al1 Co1 Cr1 Fe1 Nb0.5 Ni1,BCC+Sec,7.0,0.16181818181818164,19.818181818181813,185.72727272727272,-16.528925619834713,14.697168880613486,1.4236363636363638,71.5090909090909,-0.08364987519427385,0.16495085589807773,1780.9945454545455,4.428181818181819,7.191909090909091,0.03166611570247932
Al1 Co1 Cr1 Fe1 Nb0.75 Ni1,BCC+Sec,6.913043478260869,0.15521739130434775,18.956521739130437,182.2173913043478,-18.026465028355386,14.854820038583846,1.4191304347826088,70.05217391304348,-0.08700081651452113,0.17392605966279734,1823.1252173913042,4.564782608695652,7.173086956521739,0.032467296786389384
Al0.5 Nb1 Ti1 V1 Zr1,BCC+Sec,4.333333333333333,0.20444444444444443,25.555555555555543,106.22222222222221,-10.864197530864198,13.14521343892854,1.8322222222222222,41.144444444444446,-0.02879521282604735,0.058539947866897285,2104.163333333333,5.764444444444443,6.657777777777778,0.025827160493827148
Al1 Nb1 Ti1 V1 Zr0.5,BCC+Sec,4.222222222222222,0.23555555555555552,21.111111111111114,103.55555555555554,-17.185185185185183,13.145213438928542,2.001111111111111,40.39999999999999,-0.03364425637742581,0.07086315067150284,1971.4377777777777,5.412222222222222,6.5857777777777775,0.015871604938271597
Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y0.8,BCC+Sec,6.676470588235294,0.4676470588235293,43.823529411764696,155.1764705882353,-18.996539792387548,16.15555524304946,1.7126470588235294,61.38235294117648,-0.09341406166817763,0.2072669724667431,1668.7411764705882,4.146764705882354,7.029647058823528,0.09855363321799304
Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y1,BCC+Sec,6.571428571428571,0.4542857142857144,42.571428571428584,152.57142857142858,-19.346938775510203,16.17829697924587,1.717142857142857,60.79999999999999,-0.09310546040256501,0.20833977418876143,1672.462857142857,4.155714285714286,7.006428571428572,0.10787755102040812
Al1 Co0.2 Cr1.5 Fe0.2 Ni1 Si1 Ti0.2,BCC+Sec,5.92156862745098,0.2168627450980387,24.529411764705884,177.0,-33.00884275278738,14.128244027546833,2.174901960784313,70.98039215686273,-0.10886278600753682,0.22091106040719152,1710.2882352941174,4.173333333333333,7.146999999999999,0.03650580545943864
Al1 Co0.2 Cr1 Fe0.2 Ni1 Si1 Ti0.2,BCC+Sec,5.913043478260868,0.22739130434782573,25.130434782608702,165.91304347826085,-35.2438563327032,14.432962559950505,2.3113043478260864,66.19565217391305,-0.1051242394308385,0.22831823684685917,1659.2326086956518,4.181304347826086,7.188304347826087,0.03821247637051037
Al1 Co0.6 Cr1 Fe0.2 Ni0.2 Si0.2 Ti0.2,BCC+Sec,5.76470588235294,0.19411764705882417,22.705882352941217,176.82352941176464,-22.989619377162626,14.072379522263903,1.9117647058823526,69.44117647058823,-0.11855211515651806,0.2577378661903395,1649.3147058823529,4.039411764705882,6.936999999999999,0.03153079584775083
Al0.67 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC+Sec,7.1522491349480966,0.18764705882352928,18.04267589388698,175.07497116493656,-11.481344013282092,18.21445157502459,1.402156862745098,63.42802768166089,-0.07706454621390917,0.16272511701521053,1743.1597347174163,4.155847750865052,7.258895040369088,0.04309111880046135
Al0.5 Cr1 Mo1 Nb1 Si0.3 Ti1 V1,BCC+Sec,4.948275862068965,0.441896551724138,24.568965517241367,176.5689655172414,-16.87871581450654,15.62937586414034,1.7967241379310344,69.18103448275862,-0.12547177711181864,0.27031537970322495,2228.075,5.468793103448276,6.8340172413793105,0.09236177170035678
Al1 C0.1 Co1 Cr1 Fe1 Ni1,BCC+Sec,7.137254901960785,0.756862745098039,53.13725490196079,210.58823529411765,-15.347943098808159,13.920872366202895,1.4827450980392158,76.72549019607844,-0.07844187699803748,0.1635098858908581,1727.837254901961,4.177843137254903,7.314117647058825,0.05141560938100729
Al1 C0.2 Co1 Cr1 Fe1 Ni1,BCC+Sec,7.076923076923076,0.7423076923076921,52.11538461538461,226.7307692307692,-18.13609467455621,14.221596536363382,1.5296153846153844,78.51923076923076,-0.08369204080740646,0.1797378532122672,1769.8980769230766,4.239230769230768,7.390000000000001,0.07203550295857983
Al1 C0.3 Co1 Cr1 Fe1 Ni1,BCC+Sec,7.018867924528303,0.7283018867924527,51.132075471698116,242.2641509433962,-20.70487718049128,14.431908651129232,1.5747169811320754,80.24528301886794,-0.08841286307050389,0.1929005397995987,1810.3716981132077,4.298301886792453,7.463018867924529,0.09107725169099322
Al1 C0.4 Co1 Cr1 Fe1 Ni1,BCC+Sec,6.962962962962963,0.7148148148148148,50.185185185185176,257.2222222222222,-23.072702331961587,14.58502024404227,1.618148148148148,81.9074074074074,-0.09265083908762131,0.20354741358004214,1849.3462962962963,4.355185185185185,7.533333333333333,0.10867215363511652
Al1 C0.5 Co1 Cr1 Fe1 Ni1,BCC+Sec,6.909090909090909,0.7018181818181819,49.272727272727266,271.6363636363636,-25.256198347107436,14.697168880613484,1.66,83.5090909090909,-0.09643776874058771,0.21211864588759516,1886.9036363636365,4.41,7.60109090909091,0.12493884297520658
Al1 Co1 Cr1 Fe1 Mo0.2 Ni1,BCC+Sec,7.153846153846154,0.36730769230769234,14.23076923076924,199.0,-11.952662721893487,14.22159653636338,1.432307692307692,76.59615384615384,-0.07329984612941089,0.1446638925955018,1730.705769230769,4.218076923076922,7.229961538461538,0.03874704142011833
Al1 Co1 Cr1 Fe1 Mo0.3 Ni1,BCC+Sec,7.132075471698113,0.36037735849056607,13.962264150943383,201.45283018867926,-11.776432894268423,14.431908651129232,1.4315094339622643,77.41509433962266,-0.07358107183558296,0.14476645700532748,1752.6924528301886,4.2671698113207555,7.227490566037736,0.04301103595585618
Al1 Co1 Cr1 Fe1 Mo0.4 Ni1,BCC+Sec,7.111111111111111,0.3537037037037041,13.70370370370371,203.8148148148148,-11.604938271604937,14.58502024404227,1.4307407407407406,78.20370370370371,-0.0738176319373861,0.144623908998505,1773.8648148148147,4.314444444444444,7.225111111111111,0.0469355281207133
Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec,7.090909090909091,0.3472727272727274,13.454545454545453,206.0909090909091,-11.438016528925619,14.697168880613486,1.4300000000000002,78.96363636363635,-0.0740090673312546,0.14427585308156252,1794.2672727272727,4.36,7.222818181818182,0.05054876033057853
Al1 Co1 Cr1 Cu0.5 Fe1 Ni2.5,BCC+Sec,8.071428571428571,0.20499999999999985,6.428571428571431,190.57142857142858,-8.448979591836736,13.869198403186356,1.3442857142857143,73.20714285714286,-0.06076524767636572,0.1161437985173188,1670.1935714285714,4.139285714285714,7.357,0.027621428571428557
Al3 Cr1 Fe1 Mn1 Ti0.25,BCC+Sec,4.96,0.18920000000000003,23.519999999999996,148.32,-15.308799999999998,11.312854309703884,2.0492,51.504000000000005,-0.149112787945689,0.43150208247261296,1407.3056000000001,3.6148,6.682880000000001,0.015934719999999996
Co1 Cr1 Mo1 Nb1,BCC+Sec,6.5,0.33499999999999996,11.5,230.5,-11.75,11.52565131835077,1.165,87.0,-0.07122931339350035,0.1459241643546043,2398.5,5.72,7.1265,0.09655000000000004
Co1 Cr1 Mo1 Nb1 Ti1,BCC+Sec,6.0,0.3920000000000001,12.0,207.59999999999997,-13.440000000000005,13.380866803977112,1.5379999999999998,78.39999999999999,-0.0916494972649936,0.1918861932528114,2307.0,5.546,7.066800000000001,0.10323200000000007
Co1 Cr1 Mo1 Nb1 Ti0.2,BCC+Sec,6.3809523809523805,0.34857142857142875,11.904761904761926,225.04761904761904,-12.335600907029477,12.568476876778147,1.253809523809524,84.95238095238096,-0.07834888979457971,0.15737484666894566,2376.714285714286,5.678571428571429,7.112285714285713,0.09931972789115645
Co1 Cr1 Mo1 Nb1 Ti0.5,BCC+Sec,6.222222222222222,0.3666666666666667,11.111111111111114,217.77777777777777,-12.938271604938269,13.145213438928542,1.372222222222222,82.22222222222221,-0.08548857165796289,0.17223520818115415,2347.6666666666665,5.623333333333333,7.093333333333333,0.10186666666666669
Hf1 Mo1 Nb1 Si0.3 Ti1 V1,BCC+Sec,5.509433962264151,0.4996226415094338,32.075471698113205,161.1509433962264,-13.898184407262374,14.431908651129232,1.840754716981132,57.188679245283026,-0.1186718038998216,0.30332555020098595,2411.716981132076,6.03,6.924962264150944,0.1568978284086864
Hf1 Mo1 Nb1 Si0.5 Ti1 V1,BCC+Sec,5.454545454545454,0.4909090909090912,30.909090909090907,159.1818181818182,-20.363636363636363,14.697168880613486,1.938181818181818,56.81818181818181,-0.11565615782792754,0.29724672,2385.3636363636365,5.9790909090909095,6.969545454545454,0.15521652892561985
Hf1 Mo1 Nb1 Si0.7 Ti1 V1,BCC+Sec,5.4035087719298245,0.4828070175438597,29.824561403508767,157.35087719298247,-25.903354878424132,14.834407152840555,2.0287719298245612,56.473684210526315,-0.1127199199596733,0.29135025696390854,2360.859649122807,5.931754385964912,7.011000000000001,0.15338073253308715
Al1 Co1 Cr1 Cu1 Fe1 Mo0.4 Ni1,BCC+Sec,7.718749999999999,0.33906250000000004,13.28125,192.28125,-4.19921875,15.909389063449927,1.3634374999999999,73.53125,-0.07923388456152024,0.15983136970662007,1708.85,4.185625,7.303375,0.041916992187499995
Al1 Co1 Cr1 Cu1 Fe1 Mo0.6 Ni1,BCC+Sec,7.666666666666667,0.32878787878787885,12.878787878787875,196.42424242424244,-3.9485766758494036,16.075188356236158,1.3642424242424243,74.93939393939394,-0.080247877713526,0.1605167102728064,1744.8242424242424,4.265454545454546,7.2971818181818175,0.047403122130394874
Al1 Co1 Cr1 Cu1 Fe1 Mo0.8 Ni1,BCC+Sec,7.617647058823529,0.3191176470588235,12.499999999999986,200.32352941176472,-3.719723183391003,16.15555524304946,1.3650000000000002,76.26470588235294,-0.08105054960731777,0.1603935006125394,1778.6823529411763,4.340588235294118,7.29135294117647,0.052180795847750885
Al1 Co1 Cr1 Cu1 Fe1 Mo1 Ni1,BCC+Sec,7.571428571428571,0.31000000000000005,12.142857142857139,204.00000000000003,-3.5102040816326543,16.17829697924587,1.3657142857142857,77.51428571428572,-0.08164191545761712,0.15966353045614964,1810.6057142857142,4.411428571428571,7.285857142857143,0.05634285714285716
Cr1 Cu1 Fe1 Ni1 Zr1,BCC+Sec,7.8,0.3959999999999997,26.80000000000001,182.8,-14.400000000000002,13.380866803977112,1.124,70.86,-0.07554753525204844,0.16096712387761536,1840.9540000000002,4.5680000000000005,7.3338,0.09444799999999998
Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec,5.511627906976744,0.5541860465116282,33.6046511627907,145.48837209302326,-16.365603028664147,14.165477537729629,2.0025581395348837,49.90697674418605,-0.09675637789406284,0.2854483818265672,2382.0,6.021860465116279,6.92553488372093,0.12916495402920497
Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec,5.444444444444445,0.5411111111111113,32.111111111111114,143.77777777777777,-24.444444444444446,14.425841363189738,2.114444444444444,49.77777777777778,-0.09291426240191122,0.2743243781887754,2351.1111111111113,5.959999999999999,6.9799999999999995,0.13077530864197534
Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec,5.382978723404255,0.5291489361702131,30.744680851063833,142.2127659574468,-31.118153010411948,14.534222462977702,2.2168085106382978,49.659574468085104,-0.08934937783734649,0.2640303284628923,2322.8510638297876,5.903404255319149,7.029829787234042,0.13164961521050247
Al0.667 C1 Co0.667 Cr0.667 Fe0.667 Ni0.667,BCC+Sec,6.461822376009227,0.5939146482122257,41.69711649365628,391.3086505190312,-39.66160537137033,14.784530609486772,2.007471741637832,96.80694348327567,-0.11670295200436392,0.23743495499246095,2198.7205282583623,4.865095732410611,8.163642906574395,0.2339006544036163
Al0.667 Co1 Cr0.667 Fe0.667 Mo0.333 Ni0.667,BCC+Sec,7.249937515621095,0.34171707073231694,13.501624593851545,206.3176705823544,-11.084874619885394,14.533774185136853,1.3967133216695826,78.62861784553861,-0.06912236829108478,0.13357490445931716,1791.9433866533363,4.362189452636841,7.277613596600849,0.047009399512156436
Al0.667 Co0.667 Cr0.667 Fe1 Mo0.333 Ni0.667,BCC+Sec,7.16670832291927,0.3458785303674081,13.418395401149724,206.48412896775804,-10.50224946887497,14.533774185136853,1.398377905523619,79.21122219445138,-0.06850718565578497,0.13153924158739916,1795.522241939515,4.35303424143964,7.279361409647588,0.046363577588482155
Al0.5 Co0.5 Cr0.5 Fe1 Mo0.25 Ni0.5,BCC+Sec,7.230769230769231,0.34461538461538455,13.384615384615387,206.84615384615387,-9.704142011834321,14.232280454334743,1.3715384615384616,79.43076923076924,-0.06377182145334397,0.12083811311200626,1796.8415384615384,4.3476923076923075,7.327307692307693,0.04284970414201184
Al0.667 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti1,BCC+Sec,6.461822376009227,0.18690196078431343,17.540484429065742,175.85305651672437,-23.9025347983009,14.784530609486772,1.802166089965398,67.741199538639,-0.08197046867068697,0.1716733456813126,1743.3572064590544,4.283780853517879,7.141266897347175,0.0424705390234525
Fe1 Mo1 Ni1 Ti1 V1 Zr1,BCC+Sec,6.166666666666667,0.42666666666666675,21.666666666666657,179.66666666666669,-19.777777777777775,14.896688227162047,1.503333333333333,68.66666666666666,-0.07877793753098705,0.1726128758601188,2114.5,5.371666666666666,7.141500000000001,0.14444444444444446
C0.1 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec,4.975609756097561,0.9756097560975607,78.53658536585368,160.1219512195122,-10.6365258774539,13.603432261741908,1.904146341463415,50.487804878048784,-0.1360892769222772,0.4361338654344326,2417.439024390244,6.367560975609757,6.904634146341464,0.17846876859012492
C0.3 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec,4.930232558139535,0.9302325581395345,74.88372093023256,201.51162790697674,-28.577609518658736,14.165477537729627,1.997906976744186,56.04651162790698,-0.17245329512152033,0.5391040099171847,2487.093023255814,6.414186046511627,7.107209302325582,0.2545905895078421
Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec,5.333333333333333,0.33999999999999986,31.555555555555543,121.44444444444444,-24.19753086419753,13.14521343892854,2.06,42.77777777777777,-0.023006059803560006,0.0484263788159892,2271.8888888888887,5.792222222222222,6.940777777777777,0.05879999999999996
Al0.667 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC+Sec,7.153686396677052,0.18768778123918328,18.038883119879983,175.1113418714665,-11.468845574794768,18.213382183974918,1.4016003230644976,63.440879196953965,-0.07700839508877967,0.16259690318076303,1743.4400011538019,4.156123226029768,7.259335640936888,0.043096449321802954
Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,BCC+Sec,4.975609756097561,0.6014634146341462,38.53658536585368,137.1219512195122,-6.47233789411065,13.603432261741908,1.9187804878048782,47.487804878048784,-0.10877215277933663,0.33463833181782576,2363.09756097561,6.300731707317073,6.828804878048781,0.13670791195716842
Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,BCC+Sec,4.930232558139535,0.5855813953488374,36.74418604651163,135.72093023255815,-17.220118983234183,14.165477537729627,2.039767441860465,47.465116279069775,-0.10382276157382826,0.31938355337338586,2331.6511627906975,6.223023255813954,6.890302325581396,0.14069118442401296
Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,BCC+Sec,4.888888888888889,0.5711111111111111,35.111111111111114,134.44444444444443,-26.07407407407407,14.425841363189738,2.1499999999999995,47.44444444444444,-0.09930197862117411,0.3054588134635742,2302.9999999999995,6.152222222222223,6.9463333333333335,0.14344197530864197
Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,BCC+Sec,4.851063829787234,0.5578723404255321,33.61702127659575,133.27659574468083,-33.39067451335446,14.534222462977702,2.250851063829787,47.42553191489362,-0.09515671785465346,0.2926974477507129,2276.7872340425533,6.087446808510638,6.997595744680851,0.14522498868266176
Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,BCC+Sec,4.816326530612245,0.545714285714286,32.244897959183646,132.20408163265304,-39.45022907122032,14.549880322612035,2.343469387755101,47.408163265306115,-0.09134226713957386,0.2809595189618721,2252.7142857142853,6.0279591836734685,7.044673469387755,0.1462448979591836
C0.2 Mo1 Nb1 Re0.5 Ta0.2 W1,BCC+Sec,7.461538461538461,0.5294871794871798,67.35897435897436,339.41025641025635,-24.021038790269557,13.426379460507471,1.5225641025641026,116.87179487179486,-0.10147377083660064,0.20779053498172168,3208.076923076923,7.777948717948718,7.562051282051281,0.22003024326101242
C0.4 Mo1 Nb1 Re0.5 Ta0.4 W1,BCC+Sec,7.372093023255815,0.5290697674418605,64.62790697674419,365.3255813953489,-34.236884802596,14.214331286032868,1.636279069767442,117.11627906976744,-0.1020661963108679,0.20501341887260016,3244.7674418604656,7.7739534883720935,7.749302325581396,0.2508447809626824
C0.5 Mo1 Nb1 Re0.5 Ta0.5 W1,BCC+Sec,7.333333333333333,0.5288888888888885,63.44444444444446,376.55555555555554,-38.469135802469125,14.425841363189738,1.6855555555555553,117.22222222222223,-0.10216030280535764,0.2038139305047056,3260.666666666667,7.772222222222222,7.830444444444445,0.2641975308641975
C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,BCC+Sec,7.297872340425531,0.5287234042553188,62.36170212765958,386.82978723404256,-42.23811679492984,14.563842764013065,1.73063829787234,117.31914893617022,-0.1021575253126889,0.20271859844608286,3275.212765957447,7.770638297872342,7.90468085106383,0.27641376188320493
Ta1 Ti1 Zr1,BCC+Sec,5.666666666666667,0.1266666666666667,9.0,132.0,1.7777777777777777,9.133862567986663,2.03,48.666666666666664,-0.044294900076519525,0.09579658472508915,2453.0,6.493333333333333,7.117333333333333,0.016577777777777768
Nb1 Ta0.667 Ti0.667 Zr0.333,BCC+Sec,5.625421822272216,0.1962729658792648,12.001874765654293,126.63517060367454,2.1241563027343737,10.98121241221304,1.8314098237720284,46.6291713535808,-0.03759596629745618,0.08186727314354476,2605.0622422197225,6.89244094488189,7.0435050618672665,0.014135697998380123
Nb0.333 Ta0.667 Ti0.667 Zr1,BCC+Sec,5.375328083989502,0.14125234345706783,8.500562429696288,123.88413948256469,2.3743438144472666,10.98121241221304,1.8739257592800902,45.378702662167235,-0.04313356574353122,0.09919842084248957,2449.5039370078744,6.632343457067868,7.012243344581928,0.021566267096253013
Al0.25 Co1 Cr1 Cu0.75 Fe1 Ni1 Ti0.5,FCC,8.0,0.25590909090909086,19.36363636363636,194.9090909090909,-7.280991735537192,15.54721513376999,1.305,75.05454545454545,-0.05486502869380107,0.10515845769672802,1765.308181818182,4.198636363636363,7.4354545454545455,0.032448347107438
Al0.3 Cr1 Cu1 Fe1 Ni2,FCC,8.660377358490566,0.21886792452830184,7.547169811320757,196.41509433962267,-0.8259166963332151,12.257257458987578,1.168490566037736,76.45094339622642,-0.0513456416810163,0.09891931563077046,1714.115283018868,4.105283018867925,7.447320754716982,0.02306158775364898
Al0.5 Co1 Cr1 Cu0.5 Fe1 Ni1,FCC,8.0,0.19699999999999984,7.200000000000003,199.8,-4.6000000000000005,14.533431935812189,1.233,77.06,-0.05828735780144409,0.10680168122439439,1726.524,4.127,7.4092,0.024721999999999997
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.2,FCC,8.157894736842104,0.19894736842105254,8.245614035087726,191.15789473684208,-2.49923053247153,15.445250898743797,1.2008771929824562,73.83333333333333,-0.05999579246200124,0.1160430183888299,1710.1938596491227,4.112631578947369,7.4137192982456135,0.02539427516158816
Co1 Cr1 Cu2 Fe1 Mn1 Ni1,FCC,8.857142857142858,0.25428571428571445,2.5714285714285694,193.85714285714286,4.244897959183673,14.531775362338621,1.03,68.5142857142857,-0.05999749446401756,0.13333541434653987,1674.5057142857142,3.8728571428571428,7.582285714285715,0.034677551020408134
Co1 Cr1 Cu1 Fe1 Mn1 Ni1,FCC,8.5,0.23833333333333329,2.3333333333333286,204.50000000000003,1.4444444444444442,14.896688227162047,1.035,71.88333333333333,-0.06009092474700692,0.12594177530346384,1727.295,3.9366666666666665,7.558333333333333,0.036894444444444424
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,FCC,8.363636363636363,0.2690909090909088,18.909090909090907,197.63636363636363,-3.7024793388429753,14.697168880613486,1.2136363636363636,76.05454545454545,-0.042993396385644846,0.08918425380921799,1784.5945454545456,4.204545454545454,7.5145454545454555,0.029943801652892545
